1.099773e+003;5.465250e+001
1.100737e+003;5.447711e+001
1.101701e+003;5.639938e+001
1.102665e+003;6.000954e+001
1.103630e+003;6.529861e+001
1.104594e+003;7.156428e+001
1.105558e+003;7.845555e+001
1.106522e+003;8.565010e+001
1.107486e+003;9.034972e+001
1.108451e+003;8.827876e+001
1.109415e+003;7.884711e+001
1.110379e+003;7.485393e+001
1.111343e+003;8.176013e+001
1.112308e+003;8.664603e+001
1.113272e+003;8.802627e+001
1.114236e+003;8.714405e+001
1.115200e+003;8.364462e+001
1.116165e+003;7.842882e+001
1.117129e+003;7.633135e+001
1.118093e+003;8.079240e+001
1.119057e+003;8.868819e+001
1.120021e+003;9.868291e+001
1.120986e+003;1.082794e+002
1.121950e+003;1.112509e+002
1.122914e+003;1.057617e+002
1.123878e+003;9.785408e+001
1.124843e+003;9.640169e+001
1.125807e+003;1.023907e+002
1.126771e+003;1.057224e+002
1.127735e+003;1.048397e+002
1.128700e+003;1.027182e+002
1.129664e+003;9.858521e+001
1.130628e+003;9.452861e+001
1.131592e+003;9.326540e+001
1.132557e+003;9.472826e+001
1.133521e+003;9.517464e+001
1.134485e+003;9.191893e+001
1.135449e+003;8.667120e+001
1.136413e+003;8.027874e+001
1.137378e+003;7.430105e+001
1.138342e+003;7.353418e+001
1.139306e+003;7.961224e+001
1.140270e+003;8.581994e+001
1.141235e+003;8.118456e+001
1.142199e+003;6.367222e+001
1.143163e+003;5.371062e+001
1.144127e+003;5.867372e+001
1.145092e+003;6.215446e+001
1.146056e+003;6.149372e+001
1.147020e+003;5.828423e+001
1.147984e+003;5.299579e+001
1.148948e+003;4.649767e+001
1.149913e+003;4.205949e+001
1.150877e+003;4.257584e+001
1.151841e+003;4.513396e+001
1.152805e+003;4.483090e+001
1.153770e+003;4.288235e+001
1.154734e+003;4.222234e+001
1.155698e+003;4.375196e+001
1.156662e+003;4.636081e+001
1.157627e+003;4.953270e+001
1.158591e+003;5.368040e+001
1.159555e+003;5.210990e+001
1.160519e+003;3.708607e+001
1.161484e+003;2.629134e+001
1.162448e+003;2.193871e+001
1.163412e+003;2.248208e+001
1.164376e+003;2.972451e+001
1.165340e+003;4.107774e+001
1.166305e+003;4.772116e+001
1.167269e+003;4.317650e+001
1.168233e+003;3.445493e+001
1.169197e+003;3.333813e+001
1.170162e+003;3.739735e+001
1.171126e+003;4.273181e+001
1.172090e+003;4.888759e+001
1.173054e+003;5.324192e+001
1.174019e+003;5.233802e+001
1.174983e+003;4.653638e+001
1.175947e+003;4.198743e+001
1.176911e+003;3.888425e+001
1.177875e+003;3.705737e+001
1.178840e+003;3.685944e+001
1.179804e+003;3.755737e+001
1.180768e+003;4.009015e+001
1.181732e+003;4.277892e+001
1.182697e+003;4.100983e+001
1.183661e+003;3.232369e+001
1.184625e+003;2.360057e+001
1.185589e+003;2.686271e+001
1.186554e+003;3.913031e+001
1.187518e+003;4.703570e+001
1.188482e+003;4.940780e+001
1.189446e+003;4.963931e+001
1.190411e+003;4.969563e+001
1.191375e+003;4.949379e+001
1.192339e+003;4.846061e+001
1.193303e+003;4.608337e+001
1.194267e+003;4.513843e+001
1.195232e+003;4.801624e+001
1.196196e+003;5.017666e+001
1.197160e+003;4.938148e+001
1.198124e+003;4.663178e+001
1.199089e+003;4.265732e+001
1.200053e+003;3.835504e+001
1.201017e+003;3.652573e+001
1.201981e+003;4.114669e+001
1.202946e+003;5.063744e+001
1.203910e+003;5.445395e+001
1.204874e+003;5.209683e+001
1.205838e+003;5.029917e+001
1.206802e+003;5.242069e+001
1.207767e+003;5.533159e+001
1.208731e+003;5.453047e+001
1.209695e+003;5.000360e+001
1.210659e+003;4.623402e+001
1.211624e+003;4.458968e+001
1.212588e+003;4.386479e+001
1.213552e+003;4.328415e+001
1.214516e+003;4.311224e+001
1.215481e+003;4.469764e+001
1.216445e+003;4.732066e+001
1.217409e+003;4.733472e+001
1.218373e+003;4.150082e+001
1.219338e+003;3.283507e+001
1.220302e+003;3.241167e+001
1.221266e+003;4.477906e+001
1.222230e+003;5.207439e+001
1.223194e+003;4.996623e+001
1.224159e+003;4.755523e+001
1.225123e+003;5.142460e+001
1.226087e+003;5.860610e+001
1.227051e+003;6.134494e+001
1.228016e+003;5.727623e+001
1.228980e+003;5.364979e+001
1.229944e+003;5.678057e+001
1.230908e+003;6.079546e+001
1.231873e+003;5.972195e+001
1.232837e+003;5.556017e+001
1.233801e+003;5.445377e+001
1.234765e+003;5.912978e+001
1.235729e+003;6.518042e+001
1.236694e+003;6.488101e+001
1.237658e+003;5.707576e+001
1.238622e+003;5.378997e+001
1.239586e+003;5.851168e+001
1.240551e+003;6.285614e+001
1.241515e+003;6.616907e+001
1.242479e+003;6.836681e+001
1.243443e+003;6.888706e+001
1.244408e+003;6.803075e+001
1.245372e+003;6.703172e+001
1.246336e+003;6.638293e+001
1.247300e+003;6.642306e+001
1.248265e+003;6.843766e+001
1.249229e+003;7.125169e+001
1.250193e+003;7.246303e+001
1.251157e+003;7.182765e+001
1.252121e+003;7.185955e+001
1.253086e+003;7.479432e+001
1.254050e+003;7.966964e+001
1.255014e+003;8.331851e+001
1.255978e+003;8.596944e+001
1.256943e+003;8.613432e+001
1.257907e+003;7.990690e+001
1.258871e+003;7.577948e+001
1.259835e+003;7.797462e+001
1.260800e+003;8.348941e+001
1.261764e+003;8.894592e+001
1.262728e+003;9.309921e+001
1.263692e+003;9.608089e+001
1.264656e+003;9.802266e+001
1.265621e+003;9.881674e+001
1.266585e+003;9.721140e+001
1.267549e+003;9.330289e+001
1.268513e+003;9.196175e+001
1.269478e+003;9.569328e+001
1.270442e+003;9.970647e+001
1.271406e+003;9.847944e+001
1.272370e+003;9.428558e+001
1.273335e+003;9.655864e+001
1.274299e+003;1.091373e+002
1.275263e+003;1.194217e+002
1.276227e+003;1.197053e+002
1.277192e+003;1.171141e+002
1.278156e+003;1.142721e+002
1.279120e+003;1.122266e+002
1.280084e+003;1.120297e+002
1.281048e+003;1.140290e+002
1.282013e+003;1.176134e+002
1.282977e+003;1.220664e+002
1.283941e+003;1.272642e+002
1.284905e+003;1.311991e+002
1.285870e+003;1.335146e+002
1.286834e+003;1.352824e+002
1.287798e+003;1.360861e+002
1.288762e+003;1.369058e+002
1.289727e+003;1.372273e+002
1.290691e+003;1.380716e+002
1.291655e+003;1.429492e+002
1.292619e+003;1.535679e+002
1.293583e+003;1.646759e+002
1.294548e+003;1.724967e+002
1.295512e+003;1.777267e+002
1.296476e+003;1.793657e+002
1.297440e+003;1.783692e+002
1.298405e+003;1.801725e+002
1.299369e+003;1.877948e+002
1.300333e+003;1.979154e+002
1.301297e+003;2.053242e+002
1.302262e+003;2.099926e+002
1.303226e+003;2.141306e+002
1.304190e+003;2.150804e+002
1.305154e+003;2.189023e+002
1.306119e+003;2.260584e+002
1.307083e+003;2.370604e+002
1.308047e+003;2.539154e+002
1.309011e+003;2.747593e+002
1.309975e+003;2.956811e+002
1.310940e+003;3.148014e+002
1.311904e+003;3.326472e+002
1.312868e+003;3.491266e+002
1.313832e+003;3.651503e+002
1.314797e+003;3.892258e+002
1.315761e+003;4.227271e+002
1.316725e+003;4.559676e+002
1.317689e+003;4.825213e+002
1.318654e+003;5.106165e+002
1.319618e+003;5.528907e+002
1.320582e+003;6.060536e+002
1.321546e+003;6.476859e+002
1.322510e+003;6.634387e+002
1.323475e+003;6.907471e+002
1.324439e+003;7.602834e+002
1.325403e+003;8.463573e+002
1.326367e+003;9.286960e+002
1.327332e+003;1.008567e+003
1.328296e+003;1.097702e+003
1.329260e+003;1.202278e+003
1.330224e+003;1.316126e+003
1.331189e+003;1.429743e+003
1.332153e+003;1.543607e+003
1.333117e+003;1.665149e+003
1.334081e+003;1.803659e+003
1.335046e+003;1.934375e+003
1.336010e+003;2.057652e+003
